,EmployeeID,Name,Age,Gender,Department,JobTitle,Salary,YearsAtCompany,PerformanceRating,EducationLevel
1793,1794,Samantha Larson,49,Male,Engineering,Analyst,67292.65,30,2,2
1794,1795,Christopher Barber,37,Male,Operations,Engineer,63892.79,1,2,4
1795,1796,Stephen Payne,52,Female,Engineering,Consultant,89099.79,10,4,3
1796,1797,Kelly Wilson,25,Female,Finance,Analyst,87402.99,30,3,2
1797,1798,Martin Stafford,45,Male,Operations,Executive,49461.54,1,1,3
1798,1799,Kevin Greene,37,Female,Marketing,Consultant,79019.64,29,4,2
1799,1800,Brandon Alexander,33,Male,Finance,Engineer,81360.36,25,5,1
1800,1801,Heather Jones,55,Male,Marketing,Executive,62301.36,6,1,2
1801,1802,Aaron Hansen,47,Female,IT,Manager,55405.04,21,3,4
1802,1803,Jessica Chan,22,Female,Finance,Coordinator,56512.53,13,2,3
1803,1804,Veronica Johnson,63,Female,Sales,Executive,67939.12,26,2,4
1804,1805,Mary Maldonado,22,Female,IT,Consultant,71073.67,15,5,1
1805,1806,Donna Mahoney,27,Male,Marketing,Manager,46398.26,25,4,4
1806,1807,John Myers,53,Male,HR,Executive,54737.63,26,4,4
1807,1808,Michael Patterson,38,Male,IT,Engineer,71867.36,9,5,4
1808,1809,Cynthia Garza,36,Female,IT,Manager,40026.09,22,2,4
1809,1810,Charles Mason,33,Female,IT,Manager,80991.1,11,1,2
1810,1811,Brooke Abbott,55,Female,Operations,Consultant,58064.54,28,1,4
1811,1812,Michelle Buchanan,39,Female,Operations,Consultant,76400.6,22,4,2
1812,1813,David Murray,61,Female,Sales,Executive,59845.7,7,3,3
1813,1814,David Carpenter,19,Female,Engineering,Analyst,45946.56,26,1,2
1814,1815,Tim Rocha,46,Male,Sales,Coordinator,29329.84,23,3,2
1815,1816,Beverly Marsh,18,Male,HR,Coordinator,36387.26,9,1,2
1816,1817,Toni Jones,35,Male,Operations,Engineer,47218.02,26,3,3
1817,1818,Kiara Rice,21,Male,IT,Coordinator,56105.29,13,4,1
1818,1819,Julie Smith,28,Male,Engineering,Coordinator,22943.02,13,1,2
1819,1820,James Villa,51,Female,Operations,Executive,44539.8,3,3,2
1820,1821,Jillian Jordan,55,Female,Sales,Manager,72398.83,27,2,4
1821,1822,Michael Perry,47,Female,Operations,Consultant,58475.39,9,1,4
1822,1823,Maria Kim,58,Female,Marketing,Consultant,59723.67,14,2,2
1823,1824,Jessica Gallagher,56,Female,Sales,Manager,61778.96,15,5,4
1824,1825,Gary Hawkins,56,Female,Marketing,Engineer,81222.72,27,4,2
1825,1826,Jose Patton,50,Male,Finance,Manager,46296.71,30,1,2
1826,1827,Diana Brown,25,Female,Operations,Consultant,66021.44,28,1,3
1827,1828,Amy Pennington,37,Female,IT,Executive,51404.57,21,2,4
1828,1829,Amanda Miller,18,Male,IT,Coordinator,70979.8,17,1,1
1829,1830,Troy Reid,43,Female,IT,Consultant,39364.93,27,4,2
1830,1831,Deborah Mullins,31,Female,Sales,Executive,40125.75,29,4,3
1831,1832,Michael Everett,59,Female,Marketing,Manager,73309.15,19,5,4
1832,1833,Melissa Sanchez,33,Female,HR,Analyst,71105.8,15,5,2
1833,1834,Michael Morris,28,Female,Operations,Analyst,58212.22,11,3,3
1834,1835,Aimee Mora,41,Male,Engineering,Engineer,65905.65,15,3,4
1835,1836,Kerri Thompson,50,Male,Sales,Executive,57408.97,13,3,3
1836,1837,Tami Reyes,55,Male,HR,Manager,79633.39,16,1,3
1837,1838,Shawn Hayes,18,Male,HR,Executive,71342.02,8,5,2
1838,1839,Nancy Garcia,59,Male,Finance,Analyst,42485.33,11,2,3
1839,1840,Deborah Hayes,50,Female,Operations,Analyst,55559.14,25,2,3
1840,1841,Justin Sanchez,44,Female,IT,Manager,58008.88,9,1,4
1841,1842,Steve Taylor,53,Male,Finance,Analyst,78755.11,20,3,4
1842,1843,Jonathan Leblanc,23,Male,Operations,Engineer,51733.97,30,5,3
1843,1844,Diana Thompson,60,Female,Finance,Engineer,36888.72,7,3,4
1844,1845,John Allen,27,Female,Operations,Manager,59955.85,28,1,4
1845,1846,Timothy Cunningham,21,Male,HR,Engineer,48043.81,27,4,1
1846,1847,Frederick Sims,18,Female,Operations,Executive,53584.64,15,4,2
1847,1848,Casey Carroll,58,Male,Finance,Engineer,73506.15,12,2,3
1848,1849,James Brown,42,Male,Marketing,Manager,39718.56,8,1,3
1849,1850,Mr. Alexander Jordan,61,Male,Operations,Manager,50009.58,22,1,1
1850,1851,Jill Harvey,53,Female,Sales,Analyst,66441.6,16,3,3
1851,1852,Scott Rose,35,Female,HR,Executive,69766.48,11,5,4
1852,1853,Craig Little,36,Male,Engineering,Executive,59610.21,19,4,4
1853,1854,Anthony Gomez,38,Female,Finance,Engineer,44834.75,17,3,3
1854,1855,Alison Klein,61,Male,Sales,Analyst,55377.28,20,2,3
1855,1856,Nicholas Parker,60,Male,Marketing,Engineer,63091.51,18,5,3
1856,1857,Teresa Sanchez,33,Female,HR,Executive,65070.05,20,5,3
1857,1858,Mary Smith,48,Male,Sales,Executive,69029.09,25,1,2
1858,1859,Marcus Ward,38,Male,Operations,Coordinator,56139.65,27,1,3
1859,1860,Cesar Reynolds,60,Male,Finance,Coordinator,51970.5,8,1,1
1860,1861,Justin Best,48,Male,Operations,Executive,71039.17,22,2,2
1861,1862,Kelly Morgan,25,Male,IT,Executive,57045.27,25,5,1
1862,1863,Derrick Calderon,22,Female,Marketing,Executive,80905.25,0,2,2
1863,1864,Bobby Greene,43,Male,Marketing,Consultant,54133.7,14,4,3
1864,1865,Courtney Pineda MD,64,Male,HR,Coordinator,63264.52,11,4,2
1865,1866,Joe Herrera,25,Male,IT,Engineer,68525.66,21,2,3
1866,1867,Aaron Bennett,54,Male,IT,Coordinator,64961.11,3,2,1
1867,1868,Mike Schultz,53,Female,Finance,Manager,41328.08,1,5,4
1868,1869,Debra Schroeder,44,Female,Finance,Coordinator,46261.04,11,4,3
1869,1870,Richard Duncan,21,Female,HR,Manager,76730.17,12,4,1
1870,1871,Robin Miller,62,Female,Operations,Engineer,57501.94,11,5,1
1871,1872,Laura Fritz,64,Male,HR,Consultant,72023.99,11,3,1
1872,1873,Daniel Morrison,21,Female,HR,Consultant,78785.04,10,4,4
1873,1874,Jeffrey Taylor,53,Female,Marketing,Executive,56815.64,22,4,3
1874,1875,Janice Flores,52,Female,Sales,Executive,60984.81,12,5,1
1875,1876,Alex Smith,28,Female,Sales,Consultant,70439.68,21,5,3
1876,1877,Ashley Johnson,50,Male,Engineering,Coordinator,24923.91,21,3,3
1877,1878,Kenneth Olson,19,Male,Marketing,Executive,56849.26,5,1,2
1878,1879,Brandon Ryan,23,Female,Finance,Consultant,67274.67,22,3,4
1879,1880,Donna Mckee,62,Female,IT,Manager,53540.21,15,1,4
1880,1881,Amanda Vasquez,42,Female,Sales,Coordinator,39505.69,4,4,4
1881,1882,David Clark,45,Female,IT,Consultant,66336.94,5,2,3
1882,1883,Christopher Crosby,58,Male,Finance,Analyst,24158.89,8,3,3
1883,1884,Stephen Mills,45,Female,IT,Coordinator,58037.57,22,4,3
1884,1885,David Perry,24,Male,Operations,Manager,69067.86,1,5,4
1885,1886,Marcus Mcgee,61,Female,Operations,Manager,70843.45,29,1,4
1886,1887,Dennis Austin,33,Male,Engineering,Manager,38327.6,6,2,2
1887,1888,Timothy Bailey,37,Male,Marketing,Consultant,43720.04,0,5,4
1888,1889,Kimberly Davis,57,Female,HR,Analyst,63927.33,16,1,3
1889,1890,Diana Arroyo,56,Female,Finance,Consultant,47587.22,27,2,3
1890,1891,Gregory Rush,29,Male,Finance,Executive,40571.91,1,2,4
1891,1892,Kristin Castillo,41,Female,IT,Consultant,36356.26,22,3,2
1892,1893,Christine Pollard,40,Female,Finance,Analyst,71651.77,6,3,3
1893,1894,Ronnie Williams,55,Male,Sales,Executive,44191.47,8,2,3
1894,1895,Kim Jackson,58,Male,Marketing,Manager,48520.85,17,2,2
1895,1896,Regina Gilbert,20,Female,Finance,Manager,41081.59,4,5,1
1896,1897,Jared Ortiz,56,Female,Marketing,Consultant,76592.99,8,4,1
1897,1898,Bailey Nguyen,23,Female,Sales,Consultant,50963.34,8,4,1
1898,1899,William Liu,57,Female,Sales,Consultant,89466.58,18,2,2
1899,1900,Heather Schwartz,47,Female,Marketing,Analyst,63513.19,2,5,2
1900,1901,Matthew Anderson,43,Female,Sales,Manager,40640.51,0,2,4
1901,1902,Kimberly Payne,49,Male,Engineering,Manager,60525.06,14,3,2
1902,1903,Adam Guzman,50,Female,Finance,Engineer,86408.53,17,4,1
1903,1904,Shannon Richards,48,Female,HR,Consultant,64301.47,15,5,1
1904,1905,Steven Underwood,31,Male,Finance,Executive,71097.22,29,2,3
1905,1906,Christine Evans,19,Female,Engineering,Engineer,67837.71,16,4,1
1906,1907,Ronald Baker,34,Female,Operations,Executive,45451.48,25,2,1
1907,1908,Gina Fisher,32,Female,Marketing,Engineer,57322.28,29,5,2
1908,1909,Karen Maynard,43,Female,Operations,Engineer,53627.13,21,1,3
1909,1910,Ronnie Scott,58,Male,HR,Consultant,66191.33,3,4,1
1910,1911,Catherine Livingston,53,Male,IT,Analyst,42618.66,21,3,1
1911,1912,George Smith,65,Male,Operations,Consultant,59536.48,16,2,1
1912,1913,Tina Miller,38,Female,Engineering,Manager,63774.3,17,2,3
1913,1914,Gregory Boyer,40,Male,Finance,Engineer,54723.59,12,4,2
1914,1915,Michelle Gonzalez,64,Male,HR,Analyst,35962.15,19,4,1
1915,1916,Cynthia Dean,56,Female,Finance,Coordinator,73687.22,15,5,3
1916,1917,Alvin Sanchez,26,Female,HR,Analyst,46851.57,8,2,2
1917,1918,Devon Davis,55,Female,IT,Manager,42434.42,24,2,3
1918,1919,Emily Ramos,26,Female,Marketing,Consultant,41677.61,4,3,3
1919,1920,Edward Oneill,23,Female,Operations,Executive,89917.4,22,3,4
1920,1921,Christopher Pollard,41,Male,Operations,Manager,56040.74,27,4,4
1921,1922,Courtney Brown,54,Male,Finance,Consultant,63731.2,14,2,2
1922,1923,Richard Gross,33,Male,IT,Analyst,42828.15,21,2,4
1923,1924,Fernando Graves,33,Female,Operations,Executive,73847.58,4,4,3
1924,1925,Brett Jones,60,Female,Operations,Engineer,55306.85,29,1,4
1925,1926,Misty Moyer,32,Female,IT,Engineer,74661.75,25,3,3
1926,1927,Elizabeth Roberts,31,Female,Sales,Manager,82960.93,9,4,2
1927,1928,Amanda Davis,57,Female,HR,Engineer,31036.45,26,4,1
1928,1929,Ana Hancock,42,Male,Engineering,Engineer,40686.69,10,5,4
1929,1930,Julie Taylor,57,Male,IT,Consultant,75261.77,16,5,3
1930,1931,Daniel Fleming,57,Female,Finance,Coordinator,37753.62,18,5,4
1931,1932,Laura Alexander,30,Male,Finance,Coordinator,59977.93,30,5,3
1932,1933,Sherry Stanley,21,Male,Marketing,Analyst,58453.98,2,5,2
1933,1934,Teresa Nunez,20,Male,IT,Executive,55905.25,12,5,4
1934,1935,Heather Mcclain,38,Male,HR,Analyst,26216.01,8,2,4
1935,1936,Timothy Fleming,61,Male,Engineering,Manager,49852.55,21,2,2
1936,1937,Eric Sanchez,62,Male,Finance,Coordinator,55133.34,19,3,4
1937,1938,Karen Ortiz,49,Female,Sales,Consultant,78424.97,17,2,4
1938,1939,Richard Smith,56,Female,Finance,Executive,40812.84,10,5,3
1939,1940,Vincent Willis,23,Female,IT,Engineer,29866.98,15,5,2
1940,1941,Kevin Johnson,31,Male,Marketing,Engineer,40492.88,17,4,4
1941,1942,Keith Nunez,58,Male,Engineering,Analyst,66172.07,15,2,3
1942,1943,Ricardo Patterson,65,Female,Sales,Executive,62439.13,15,4,3
1943,1944,Allen King,63,Female,Operations,Manager,78739.67,18,4,4
1944,1945,Erica Anderson,23,Male,Sales,Coordinator,68180.9,22,4,2
1945,1946,Christie Duffy,46,Female,Operations,Consultant,64989.55,14,2,4
1946,1947,Michael Smith,27,Male,HR,Analyst,55359.65,6,5,4
1947,1948,Joshua Martinez,58,Female,Engineering,Executive,43401.62,8,1,4
1948,1949,Jennifer Juarez,59,Male,IT,Manager,47735.76,5,2,2
1949,1950,Kendra Maldonado,34,Female,Finance,Analyst,47632.69,4,3,3
1950,1951,Justin Bishop,65,Male,Operations,Consultant,65901.91,16,1,1
1951,1952,Rhonda Armstrong,60,Male,HR,Consultant,91124.11,1,5,2
1952,1953,Peter Calderon,49,Female,Marketing,Consultant,49810.11,28,2,2
1953,1954,Kimberly Reyes,63,Female,Marketing,Engineer,67649.54,4,3,2
1954,1955,Jordan Dalton,28,Female,HR,Analyst,63544.38,28,2,3
1955,1956,Angela Wood,38,Female,IT,Executive,79294.01,16,5,1
1956,1957,Stephanie Wilson,18,Female,IT,Coordinator,55369.49,1,2,3
1957,1958,Elizabeth Gutierrez,56,Female,Operations,Coordinator,78934.51,8,2,1
1958,1959,Peter Aguilar,30,Male,HR,Executive,82296.54,21,1,3
1959,1960,Jennifer Torres,58,Male,HR,Executive,17454.24,17,4,4
1960,1961,Stephen Gilmore Jr.,39,Male,Operations,Coordinator,80131.61,1,5,1
1961,1962,Andrea Grimes,44,Female,Sales,Analyst,73672.44,5,3,4
1962,1963,Kenneth Johnson,55,Female,HR,Engineer,74060.35,23,5,2
1963,1964,Marissa Cox,52,Male,Sales,Executive,56531.63,22,2,2
1964,1965,Vincent Madden,52,Male,Engineering,Consultant,82155.34,30,4,2
1965,1966,Brenda Manning,28,Male,Operations,Analyst,58919.61,10,1,4
1966,1967,Carl Ford,40,Male,Finance,Manager,59689.95,25,3,2
1967,1968,Robert Larson,48,Female,IT,Manager,44936.72,30,3,4
1968,1969,Brandi Johnson,59,Female,Sales,Manager,59032.02,9,2,2
1969,1970,Matthew Fitzpatrick,57,Female,HR,Analyst,45530.27,13,5,2
1970,1971,Shelby Oconnor,59,Female,IT,Analyst,49074.55,15,5,4
1971,1972,Patrick Frye,41,Female,Finance,Coordinator,67704.91,14,2,1
1972,1973,Chad Morris,64,Male,Marketing,Consultant,66625.04,8,5,3
1973,1974,Nathaniel Wright,61,Male,Finance,Coordinator,46113.56,12,2,3
1974,1975,Shane Larsen,39,Male,Engineering,Analyst,54384.72,9,5,1
1975,1976,Robert Clay,40,Female,Finance,Coordinator,91164.91,18,1,1
1976,1977,Lisa Coleman,40,Female,Operations,Manager,76316.69,21,2,2
1977,1978,Nicholas Aguilar,43,Female,Finance,Engineer,57524.84,3,2,4
1978,1979,Jeremy Harris,42,Female,Finance,Coordinator,57099.73,22,4,2
1979,1980,Christina Delacruz,49,Female,Marketing,Manager,82668.24,26,5,3
1980,1981,Katrina Young,65,Male,Sales,Executive,33855.59,16,3,1
1981,1982,Stacey Knight,60,Male,IT,Engineer,70623.25,18,2,1
1982,1983,Gerald Park,25,Male,HR,Consultant,59778.74,19,4,2
1983,1984,Lisa Dudley,51,Male,Sales,Manager,67513.08,7,1,3
1984,1985,Michael Allen,43,Female,Sales,Analyst,39116.07,16,3,3
1985,1986,John Phillips,54,Female,Finance,Consultant,68443.66,14,4,1
1986,1987,Lori Gutierrez,40,Male,Sales,Analyst,58588.99,9,1,4
1987,1988,Corey Harris,21,Female,Marketing,Analyst,79553.75,8,5,2
1988,1989,Nicole Tran,26,Male,IT,Analyst,68894.37,3,5,4
1989,1990,John Clark,30,Female,IT,Executive,90889.63,27,1,2
1990,1991,Matthew Brady,37,Male,Engineering,Analyst,77156.35,28,2,3
1991,1992,Monica Barton,37,Female,Engineering,Coordinator,29503.04,24,3,1
1992,1993,Lisa Peterson,38,Female,Marketing,Executive,76299.09,8,5,2
1993,1994,Brandon Carpenter,55,Female,HR,Analyst,58023.25,8,3,4
1994,1995,Paula Smith,59,Male,Operations,Executive,63711.97,4,5,2
1995,1996,Chase Orozco,35,Male,Finance,Consultant,59651.36,14,2,4
1996,1997,Jamie Gibson,23,Male,HR,Executive,26293.51,3,3,3
1997,1998,Kaitlyn Patterson,44,Female,IT,Engineer,78503.46,19,3,4
1998,1999,Belinda Gross,47,Female,Engineering,Manager,57584.16,9,3,1
1999,2000,Bradley Tate,55,Male,Engineering,Analyst,62686.16,24,3,4
2000,2001,Terri Simon,63,Male,HR,Executive,61565.68,4,5,4
2001,2002,Matthew Clark,25,Female,Engineering,Coordinator,81923.62,8,1,3
2002,2003,Crystal Anderson,52,Male,Marketing,Consultant,70252.66,30,5,3
2003,2004,Deborah Frey,47,Female,Engineering,Executive,63658.76,10,1,3
2004,2005,Eric Dawson,54,Female,Marketing,Analyst,67288.68,25,3,2
2005,2006,Rebecca Harris,39,Male,Finance,Engineer,59347.26,24,4,3
2006,2007,Tyler Adams,47,Female,Operations,Consultant,59835.84,3,5,1
2007,2008,Andrew Cook,47,Male,HR,Executive,83236.75,15,1,4
2008,2009,Sharon Webb,36,Male,IT,Engineer,42521.19,3,4,3
2009,2010,Michael Soto,56,Female,Engineering,Coordinator,73796.84,18,3,4
2010,2011,Kathy Gill,55,Female,Finance,Analyst,32087.99,17,3,3
2011,2012,Donald Adams,59,Female,HR,Manager,49532.42,14,2,3
2012,2013,Danielle Ward,50,Female,Operations,Consultant,44117.98,30,5,2
2013,2014,Michael Scott,18,Male,Sales,Consultant,76536.01,17,4,1
2014,2015,Barry Thomas,53,Female,IT,Executive,62799.24,27,3,1
2015,2016,Michael Simmons,31,Female,HR,Manager,52194.72,20,1,3
2016,2017,Sherry Glenn,60,Male,Marketing,Consultant,69058.88,27,5,2
2017,2018,Mark Keller,49,Male,Sales,Consultant,44512.44,25,1,3
2018,2019,Amanda Stuart,37,Male,Finance,Analyst,63727.76,18,3,4
2019,2020,Christopher Mayer,20,Female,IT,Analyst,54747.46,16,3,3
2020,2021,Kayla Watkins,39,Female,Finance,Coordinator,60503.8,11,3,3
2021,2022,Gary Montes,34,Female,HR,Executive,61770.72,23,4,3
2022,2023,Allison Jackson,53,Male,Operations,Coordinator,75242.01,29,3,1
2023,2024,Ryan Scott,27,Male,Operations,Consultant,60385.68,2,2,4
2024,2025,Jennifer Mahoney,43,Female,IT,Executive,70966.24,16,4,3
2025,2026,Kendra Vaughan,64,Male,Engineering,Coordinator,83033.34,21,5,2
2026,2027,Katherine Campbell,49,Male,Marketing,Analyst,74799.83,23,1,2
2027,2028,Caleb Patel,27,Female,Engineering,Consultant,37286.53,15,4,4
2028,2029,Bryan Roberts,54,Male,IT,Analyst,63232.61,30,1,4
2029,2030,Jesus Scott,33,Male,Operations,Engineer,87566.89,7,5,2
2030,2031,Tiffany Woods,57,Male,Operations,Manager,82568.91,30,1,3
2031,2032,Cody Olson,59,Male,HR,Analyst,63579.04,24,5,4
2032,2033,Michael Gordon,41,Male,Engineering,Coordinator,58931.64,24,4,1
2033,2034,Beth Rogers,42,Female,Sales,Manager,39813.58,27,1,4
2034,2035,Michelle Hill,56,Male,HR,Engineer,51319.66,18,1,1
2035,2036,Henry Hall,62,Male,IT,Manager,47620.73,30,4,3
2036,2037,Derek Barnes,29,Female,Operations,Executive,69124.44,9,3,4
2037,2038,Mary Saunders,29,Female,Engineering,Manager,54197.28,15,2,1
2038,2039,Sharon Martinez,45,Male,Sales,Coordinator,60288.79,28,5,3
2039,2040,Michael Lopez,62,Female,IT,Executive,62818.93,13,4,3
2040,2041,Jeffery Garcia,59,Male,HR,Engineer,51710.38,28,2,1
2041,2042,Michael Coleman,61,Male,Marketing,Executive,47966.74,10,1,4
2042,2043,Carlos Franklin,50,Male,HR,Coordinator,48433.55,22,3,4
2043,2044,Kimberly Anderson,34,Male,Operations,Manager,52288.54,30,2,2
2044,2045,Thomas Hammond,38,Female,Operations,Engineer,53319.39,1,1,4
2045,2046,Ryan Hunter,43,Female,Engineering,Executive,85629.47,0,1,2
2046,2047,Denise Rivera,47,Male,Engineering,Engineer,40534.02,7,5,4
2047,2048,David Sanchez,51,Female,Marketing,Engineer,73027.96,13,3,1
2048,2049,Michael Armstrong,33,Female,Marketing,Consultant,43802.69,4,4,1
2049,2050,Cassandra Davis,24,Female,Finance,Engineer,72725.3,4,5,3
2050,2051,Misty Collins DVM,20,Male,Finance,Engineer,62114.31,4,5,4
2051,2052,Brent Hall,50,Male,IT,Executive,73381.3,23,1,1
2052,2053,Jeffrey Gregory,41,Female,HR,Coordinator,64210.34,13,1,3
2053,2054,Jamie Ward,50,Female,Sales,Engineer,60922.92,30,4,2
2054,2055,Joshua Wilson,48,Female,Finance,Executive,80665.86,19,1,4
2055,2056,Kellie Cruz,26,Female,Marketing,Manager,58381.64,7,4,2
2056,2057,Cheyenne Mcconnell,29,Female,Marketing,Executive,69240.83,0,5,2
2057,2058,Nicholas Johnson,40,Female,HR,Engineer,48007.13,22,2,2
2058,2059,Christopher Salas,62,Male,HR,Coordinator,65333.99,0,2,3
2059,2060,Rachel Rivas,29,Male,HR,Engineer,86197.84,30,2,1
2060,2061,Angela Dodson,23,Male,HR,Executive,60142.04,19,2,4
2061,2062,Kristina Hines MD,18,Female,Marketing,Analyst,75399.82,9,4,4
2062,2063,Rodney Cameron,18,Female,HR,Executive,67517,15,5,3
2063,2064,Elizabeth Schroeder,21,Male,Marketing,Analyst,39622.2,22,4,3
2064,2065,Kyle Willis DDS,40,Female,IT,Engineer,69969.54,4,2,2
2065,2066,Joseph Jordan,47,Male,IT,Consultant,69726.55,20,4,4
2066,2067,Elizabeth Contreras,36,Male,Engineering,Consultant,69851.65,23,3,2
2067,2068,Patrick Thomas,23,Male,Finance,Consultant,47066.23,12,5,3
2068,2069,Samuel Mathews,55,Female,Marketing,Coordinator,64642.38,6,5,1
2069,2070,Natalie Vance,28,Male,Finance,Analyst,68178.54,29,4,2
2070,2071,Connie Drake,30,Male,Marketing,Manager,83348.42,3,5,2
2071,2072,Angela Lynch,47,Female,IT,Executive,51110.75,13,4,4
2072,2073,Kimberly Chang,64,Male,Operations,Engineer,73129.96,9,5,2
2073,2074,Mrs. Kelsey Cobb DVM,29,Male,Engineering,Analyst,72540.75,16,5,2
2074,2075,Jennifer Allen,45,Male,Sales,Executive,71876.34,16,2,3
2075,2076,Ashley Martin,20,Male,Marketing,Executive,71673.21,5,1,2
2076,2077,Jerome Nelson,41,Male,Finance,Executive,53792.94,22,3,2
2077,2078,Megan Camacho,47,Female,Engineering,Executive,45132.44,0,1,4
2078,2079,John Williams,63,Male,HR,Manager,63725.65,29,4,3
2079,2080,Melissa Arias,49,Male,Engineering,Engineer,66447.97,14,3,3
2080,2081,Adam Russell,65,Female,Operations,Executive,58402.64,22,4,4
2081,2082,Troy Pierce,28,Male,Finance,Executive,61905.34,25,3,3
2082,2083,Tonya Smith,31,Female,Operations,Executive,54138.47,4,1,4
2083,2084,Meghan Ferguson,25,Male,Marketing,Coordinator,34022.86,30,3,3
2084,2085,Christopher Burton,65,Female,Marketing,Engineer,60842.28,26,3,4
2085,2086,Gina Swanson,32,Female,Finance,Executive,89062.22,26,5,1
2086,2087,Jordan Mcgrath,38,Male,Sales,Analyst,49697.05,15,3,4
2087,2088,Nancy Cook,26,Male,Operations,Engineer,29349.53,12,2,2
2088,2089,Derek Watkins,51,Female,Sales,Analyst,73540.14,10,1,4
2089,2090,Brittany Miller,46,Male,IT,Coordinator,40297.41,29,3,3
2090,2091,Andrew Aguilar,60,Female,Operations,Analyst,53569.1,24,1,2
2091,2092,Thomas Eaton,62,Female,Engineering,Executive,56606.96,7,3,3
2092,2093,Karen Thompson,49,Female,Finance,Analyst,63821.88,20,4,1
2093,2094,Rhonda Garcia,61,Female,HR,Consultant,53405.25,16,3,1
2094,2095,Rebecca Byrd,60,Male,HR,Executive,51132.06,30,3,3
2095,2096,Karen Pollard,61,Male,Sales,Analyst,72931.99,4,3,4
2096,2097,Autumn Thompson,26,Male,IT,Manager,80288.45,22,1,4
2097,2098,Adam Johnson,41,Female,Marketing,Analyst,88262.95,23,3,2
2098,2099,James Bailey,25,Female,Sales,Engineer,58540.16,6,3,4
2099,2100,Margaret Heath,29,Male,IT,Coordinator,70625.07,21,1,2
2100,2101,Michael Harris,49,Female,Sales,Manager,37467.81,28,4,4
2101,2102,Bradley Cabrera,57,Male,IT,Analyst,57793.9,30,2,3
2102,2103,Erica Williams,50,Male,IT,Engineer,63815.04,4,4,1
2103,2104,Randall Perez,47,Female,Operations,Coordinator,77240.02,25,1,2
2104,2105,Mackenzie Reeves,26,Male,Operations,Manager,44303.92,28,4,2
2105,2106,Sabrina Wagner,31,Male,Marketing,Manager,73712.57,4,2,4
2106,2107,Jimmy Franklin,37,Male,Finance,Analyst,49782.73,23,4,4
2107,2108,Timothy Larsen,53,Male,Finance,Consultant,50019.77,25,5,2
2108,2109,Philip Frye,18,Female,Operations,Analyst,67756.54,10,3,4
2109,2110,William Joseph,57,Male,Engineering,Executive,85195.62,20,2,1
2110,2111,Brendan Butler,65,Female,Sales,Analyst,56265.21,27,4,2
2111,2112,Shannon Cortez,55,Male,Sales,Manager,61940.41,11,4,3
2112,2113,Luis Chang,50,Male,HR,Consultant,36361.91,13,4,2
2113,2114,Alexis Jones,27,Female,IT,Engineer,54706.85,25,1,1
2114,2115,Julia Nunez,59,Female,HR,Analyst,72519.72,3,3,1
2115,2116,William Short,21,Male,Engineering,Executive,59918.71,0,4,2
2116,2117,Amanda Johnson,52,Female,Sales,Analyst,55802.37,23,5,4
2117,2118,Amber Davila,44,Male,Engineering,Analyst,46312.46,29,4,3
2118,2119,Antonio Leblanc,59,Male,Engineering,Analyst,15514.94,11,5,1
2119,2120,Rebecca Lucero,19,Male,Sales,Manager,59839.37,19,3,3
2120,2121,George Vasquez,64,Male,Finance,Engineer,38922.56,11,4,2
2121,2122,April Martinez,34,Female,HR,Analyst,79169.74,2,4,4
2122,2123,Richard Wilson,30,Male,Operations,Manager,54909.05,21,1,2
2123,2124,Mark Davidson,58,Male,Marketing,Consultant,74666.15,21,5,1
2124,2125,Duane Wong,25,Male,HR,Analyst,48068.57,7,3,1
2125,2126,John Vazquez,26,Female,IT,Executive,35092.13,0,2,3
2126,2127,Christopher Rodriguez,56,Female,IT,Analyst,56030.63,4,3,1
2127,2128,Troy Long,62,Male,HR,Analyst,42551.23,30,2,2
2128,2129,Carol Crawford,47,Female,Marketing,Coordinator,45775.34,6,1,1
2129,2130,Christopher Bell,43,Female,Finance,Engineer,60587.45,23,4,3
2130,2131,Ashley Williams,58,Female,HR,Engineer,29343.77,27,4,4
2131,2132,Lance Hernandez,51,Female,Operations,Executive,78510.93,19,1,2
2132,2133,Erin Daniels,50,Male,Finance,Consultant,70769.87,19,5,3
2133,2134,Todd Morrison,57,Female,Sales,Engineer,78149.33,16,2,2
2134,2135,Jennifer Salazar,59,Male,Engineering,Engineer,67703.13,19,3,2
2135,2136,Casey Adkins,19,Male,Engineering,Manager,51340.75,15,2,2
2136,2137,Nicholas Soto,25,Male,Operations,Manager,80618.08,3,2,3
2137,2138,Dr. Joanne Jackson,18,Female,Finance,Engineer,68470.93,9,1,1
2138,2139,Lauren Weaver DVM,31,Female,Sales,Consultant,54524.95,30,2,3
2139,2140,Brandy Cannon,29,Female,IT,Engineer,61943.7,10,3,4
2140,2141,Jennifer Weber,45,Female,Engineering,Executive,58842.42,6,3,1
2141,2142,Jason Hernandez,59,Female,Marketing,Consultant,83205.33,2,1,2
2142,2143,Trevor Peterson,27,Female,Sales,Analyst,26593.07,1,4,3
2143,2144,Jeremiah Shannon,40,Female,Marketing,Manager,48612.61,13,3,1
2144,2145,Michael Smith,57,Male,Engineering,Manager,52097.2,4,5,1
2145,2146,Kellie Jackson,62,Female,Marketing,Executive,71295.43,5,2,4
2146,2147,Thomas Yang,21,Female,Marketing,Consultant,80140.33,16,4,2
2147,2148,Robert Owens,59,Male,Engineering,Engineer,40006.19,10,5,2
2148,2149,Reginald Gray,42,Male,Engineering,Engineer,38710.51,22,3,2
